customer_id,first_name,last_name,age,email,phone_number,address,city,state,postal_code,country,account_balance,monthly_payment,contract_length,data_usage,voice_usage,text_usage,plan_type,device_type,device_brand,device_model,customer_since,last_payment_date,churned,customer_rating,customer_complaints,customer_satisfaction,customer_engagement,customer_lifetime_value,customer_segment,customer_referral,customer_loyalty
577,Karrie,Jiggle,70,kjiggleg0@ucla.edu,676-898-1080,1159 Talisman Junction,Guanshan,,,China,Yuan Renminbi,Rupiah,16,61.12,486.22,974.02,prepaid,tablet,Apple,Pixel 4,12/1/2021,7/30/2020,true,3,5,2,36.14,Lempira,high-value,false,false
578,Kathleen,Comi,60,kcomig1@china.com.cn,980-775-1969,53474 Thackeray Crossing,Radès,,,Tunisia,Dinar,Yuan Renminbi,19,63.46,283.8,90.56,prepaid,tablet,Samsung,iPhone X,4/27/2017,1/3/2020,false,3,5,1,38.85,Yuan Renminbi,high-value,true,true
579,Bordie,Clissell,32,bclissellg2@deliciousdays.com,616-312-9292,9671 Mallard Road,Liulihe,,,China,Yuan Renminbi,Euro,20,46.77,482.66,186.52,family,tablet,LG,V40 ThinQ,5/3/2013,2/9/2020,true,3,5,4,11.04,Zloty,medium-value,false,true
580,Tiena,Bollen,68,tbolleng3@samsung.com,932-573-5872,80 Farmco Alley,New Sibonga,,8105,Philippines,Peso,Euro,18,40.69,178.73,592.89,postpaid,feature phone,Apple,V40 ThinQ,2/21/2013,7/8/2021,false,1,3,2,1.11,Yuan Renminbi,low-value,false,false
581,Nelson,Poone,24,npooneg4@bbb.org,728-770-1097,9 Ridgeview Crossing,Randfontein,,1771,South Africa,Rand,Yen,22,74.98,582.46,54.75,postpaid,smartphone,Samsung,V40 ThinQ,4/3/2014,11/15/2021,false,5,6,1,30.94,Rupiah,low-value,true,false
582,Pepillo,Hargie,84,phargieg5@usda.gov,817-103-8382,1532 Forest Dale Place,Shidu,,,China,Yuan Renminbi,Ruble,4,24.62,146.78,730.97,prepaid,tablet,Motorola,Pixel 4,5/9/2012,7/18/2020,true,4,6,3,21.57,Yuan Renminbi,high-value,true,true
583,Alfonso,Duffet,42,aduffetg6@webs.com,285-269-0779,6 Harbort Alley,Nueva Gerona,,,Cuba,Peso,Afghani,21,97.34,108.05,452.57,family,smartphone,Google,Pixel 4,5/3/2015,5/12/2020,true,1,4,9,6.13,Peso,medium-value,false,true
584,Theo,Gally,56,tgallyg7@time.com,807-630-9319,308 Autumn Leaf Pass,Berbera,,,Somalia,Shilling,Euro,9,72.71,137.39,613.13,family,feature phone,LG,iPhone X,9/24/2018,3/5/2020,true,5,0,10,44.01,Peso,high-value,false,false
585,Bob,McDyer,41,bmcdyerg8@nps.gov,119-951-3865,6604 Mockingbird Lane,Wenwusha,,,China,Yuan Renminbi,Tugrik,18,38.65,227.76,192.61,family,feature phone,Apple,V40 ThinQ,1/26/2014,5/22/2020,true,5,2,2,86.43,Ruble,low-value,false,true
586,Kirbie,Hallowes,19,khallowesg9@artisteer.com,526-524-7125,2 Clarendon Crossing,Shuangyuan,,,China,Yuan Renminbi,Naira,7,20.23,965.56,679.08,prepaid,feature phone,Apple,V40 ThinQ,9/3/2019,10/11/2021,true,3,1,8,17.41,Peso,medium-value,false,false
587,Barn,Ralfe,81,bralfega@skype.com,899-576-8116,688 Morningstar Crossing,Juru,,58750-000,Brazil,Real,Yuan Renminbi,15,96.05,681.6,66.37,prepaid,feature phone,Google,Galaxy S10,10/15/2011,8/8/2021,true,1,7,8,12.88,Baht,low-value,true,true
588,Mac,Lightning,77,mlightninggb@quantcast.com,432-820-3606,6887 Karstens Drive,Midland,Texas,79710,United States,Dollar,Yuan Renminbi,24,10.97,45.37,271.1,postpaid,tablet,Google,V40 ThinQ,4/12/2014,2/17/2021,false,2,3,3,3.84,Euro,low-value,false,true
589,Alejandro,Justham,79,ajusthamgc@nytimes.com,703-647-6359,549 Fairview Court,Kawm Umbū,,,Egypt,Pound,Peso,22,28.01,831.83,728.95,prepaid,feature phone,Samsung,Pixel 4,9/14/2014,5/29/2020,false,2,1,7,26.82,Naira,high-value,true,false
590,Reuven,Haborn,54,rhaborngd@parallels.com,232-657-7472,547 Rowland Point,Oeiras,Lisboa,2780-005,Portugal,Euro,Franc,14,48.91,724.46,587.44,family,tablet,LG,Pixel 4,9/30/2015,9/18/2020,true,5,8,5,0.02,Peso,high-value,true,false
591,Niki,Bierman,44,nbiermange@disqus.com,834-685-3417,100 Montana Alley,Nishinomiya-hama,,663-8234,Japan,Yen,Ruble,19,18.79,287.61,878.3,family,smartphone,Google,V40 ThinQ,12/17/2020,10/16/2020,false,1,8,7,14.93,Yuan Renminbi,low-value,false,false
592,Waldon,Gravy,36,wgravygf@wiley.com,512-843-2837,79 Northwestern Place,Yvetot,Haute-Normandie,76194 CEDEX,France,Euro,Yen,6,18.3,675.56,567.64,family,smartphone,Google,Galaxy S10,11/6/2010,7/5/2020,false,3,2,2,48.78,Rupiah,high-value,true,true
593,Jo,Elcox,65,jelcoxgg@ftc.gov,277-498-4793,3 Ridgeway Street,Zagórnik,,34-125,Poland,Zloty,Krona,8,52.61,324.2,853.38,family,tablet,LG,Pixel 4,8/13/2020,10/23/2021,true,1,1,5,99.72,Euro,medium-value,false,true
594,Archaimbaud,Barwack,25,abarwackgh@squarespace.com,544-977-5391,70 Fuller Terrace,Gaotai,,,China,Yuan Renminbi,Yuan Renminbi,15,62.06,568.83,534.4,postpaid,feature phone,Motorola,iPhone X,6/4/2017,12/25/2021,false,3,4,3,48.56,Peso,medium-value,true,false
595,Obie,Piddlehinton,54,opiddlehintongi@shinystat.com,549-679-4442,81 Twin Pines Place,Dondar Quşçu,,,Azerbaijan,Manat,Krona,16,81.43,740.3,183.11,postpaid,feature phone,LG,V40 ThinQ,4/10/2012,4/28/2021,false,3,9,5,20.52,Euro,high-value,true,false
596,Giulia,Miles,73,gmilesgj@sphinn.com,478-478-4361,50117 Haas Terrace,Jinshan,,,China,Yuan Renminbi,Ruble,14,40.77,575.75,926.14,prepaid,smartphone,Apple,Pixel 4,4/16/2014,9/22/2020,true,3,4,3,92.71,Pound,medium-value,false,true
597,Isabelita,Hemerijk,26,ihemerijkgk@lycos.com,225-553-5572,301 Division Junction,Narathiwat,,90220,Thailand,Baht,Riels,4,47.42,727.81,779.48,family,smartphone,Google,iPhone X,11/28/2020,12/2/2020,true,2,1,9,91.04,Krona,low-value,false,false
598,Liliane,Sawle,82,lsawlegl@prweb.com,990-147-9557,48 Carioca Lane,Novodmitriyevskaya,,353250,Russia,Ruble,Peso,4,69.98,588.44,457.05,family,tablet,Google,V40 ThinQ,10/9/2016,3/27/2021,true,3,3,1,20.08,Euro,high-value,true,true
599,Doralynne,Berthomier,32,dberthomiergm@yahoo.co.jp,672-459-0441,940 Summit Pass,Sel’tso,,241551,Russia,Ruble,Peso,22,39.02,103.64,725.56,postpaid,tablet,LG,V40 ThinQ,8/15/2015,4/24/2021,true,3,10,10,49.87,Krona,high-value,true,true
600,Silvan,Qualtro,21,squaltrogn@reuters.com,116-724-4736,69158 Larry Avenue,Sakon Nakhon,,21110,Thailand,Baht,Ruble,5,38.67,90.82,266.32,family,feature phone,Motorola,Galaxy S10,6/5/2021,1/22/2020,false,5,2,8,19.33,Rupiah,medium-value,true,true
601,Feliks,Youde,56,fyoudego@skyrock.com,428-832-0615,6 Ludington Way,Illéla,,,Niger,Franc,Ruble,23,29.78,642.69,508.52,postpaid,smartphone,Apple,Galaxy S10,9/5/2018,2/22/2020,false,3,1,4,51.07,Yuan Renminbi,high-value,false,true
602,Garv,Entwistle,30,gentwistlegp@ow.ly,704-303-7356,05 Shasta Point,Charlotte,North Carolina,28210,United States,Dollar,Peso,8,9.1,468.47,419.6,family,tablet,Samsung,V40 ThinQ,2/28/2010,11/12/2020,false,1,9,5,17.91,Marka,high-value,true,true
603,Aurilia,MacEnelly,62,amacenellygq@cmu.edu,311-710-7099,30 Goodland Hill,Pirok,,1214,Macedonia,Denar,Rupiah,24,87.97,225.67,446.03,prepaid,smartphone,Google,Pixel 4,10/20/2015,6/22/2020,false,2,1,1,93.08,Rupiah,medium-value,true,false
604,Yard,Gatfield,48,ygatfieldgr@cloudflare.com,587-902-6079,60461 Charing Cross Hill,Saint-Ambroise,Québec,G7P,Canada,Dollar,Ruble,14,27.94,976.9,345.1,prepaid,smartphone,Apple,V40 ThinQ,8/12/2018,3/16/2021,false,4,7,3,35.18,Euro,low-value,true,false
605,Silvie,Belk,82,sbelkgs@skype.com,546-873-4305,47 Union Place,Neos Voutzás,,,Greece,Euro,Rupiah,8,91.85,35.67,48.55,family,feature phone,LG,V40 ThinQ,5/7/2011,5/8/2021,false,1,10,5,99.38,Peso,medium-value,true,true
606,Kaspar,Croson,42,kcrosongt@accuweather.com,301-681-3164,87 Jana Center,Situsari,,,Indonesia,Rupiah,Peso,6,80.02,220.63,944.94,postpaid,tablet,Motorola,Pixel 4,10/17/2018,4/5/2020,false,5,2,8,31.8,Zloty,high-value,true,false
607,Daffie,Piwall,32,dpiwallgu@free.fr,766-786-3870,22898 School Lane,Rangah,,,Indonesia,Rupiah,Real,3,74.67,806.02,164.07,postpaid,smartphone,Apple,V40 ThinQ,8/18/2018,12/29/2020,false,4,7,9,80.86,Euro,high-value,false,true
608,Loralee,De Domenico,23,ldedomenicogv@google.cn,132-604-5392,81307 Sunfield Street,Raglan,,3297,New Zealand,Dollar,Dram,10,77.35,380.63,162.07,family,smartphone,Apple,iPhone X,12/26/2011,6/8/2021,false,5,6,1,65.32,Rupiah,medium-value,true,false
609,Sabrina,Tonbye,71,stonbyegw@kickstarter.com,946-107-6547,13 Saint Paul Drive,Tuatuka,,,Indonesia,Rupiah,Euro,12,94.39,442.27,881.62,prepaid,feature phone,LG,Pixel 4,10/23/2020,12/27/2021,false,5,4,3,7.64,Shilling,medium-value,false,true
610,Pavla,Tolchard,69,ptolchardgx@redcross.org,159-665-4538,109 Commercial Circle,Magistral’nyy,,666504,Russia,Ruble,Real,3,86.75,197.55,749.55,family,feature phone,Samsung,Galaxy S10,11/9/2011,12/13/2021,true,4,9,8,48.23,Colon,medium-value,false,true
611,Alisa,Hiers,37,ahiersgy@webnode.com,816-204-7705,6392 Kings Court,Firminy,Rhône-Alpes,42704 CEDEX,France,Euro,Yen,9,77.87,674.97,295.17,prepaid,smartphone,Google,V40 ThinQ,3/2/2012,7/11/2021,false,1,1,4,36.66,Zloty,low-value,false,true
612,Sybil,Guerola,34,sguerolagz@patch.com,987-343-3583,2730 American Crossing,Juan N Alvarez,Guerrero,39030,Mexico,Peso,Peso,19,42.21,430.76,74.69,postpaid,feature phone,Google,Galaxy S10,10/7/2018,7/30/2021,false,5,10,6,64.67,Euro,low-value,false,true
613,Janela,Millhill,66,jmillhillh0@ox.ac.uk,121-748-8888,8102 Hintze Crossing,Zhongzhai,,,China,Yuan Renminbi,Real,8,90.88,749.65,710.56,family,smartphone,Samsung,iPhone X,11/27/2018,11/7/2020,true,3,10,10,41.66,Euro,low-value,true,true
614,Abel,Gatty,75,agattyh1@tamu.edu,920-553-8768,4 Aberg Drive,Choma,,,Zambia,Kwacha,Euro,13,38.51,277.38,82.35,family,feature phone,Apple,Pixel 4,5/10/2010,8/26/2020,true,2,9,9,12.46,Yuan Renminbi,medium-value,true,false
615,Mallory,MacPhee,70,mmacpheeh2@google.de,256-686-1851,8243 Oakridge Trail,Jingjiang,,,China,Yuan Renminbi,Krone,22,44.7,573.18,231.04,postpaid,tablet,Samsung,Galaxy S10,11/14/2018,7/13/2020,true,5,5,4,13.63,Yuan Renminbi,low-value,true,false
616,Jerrome,Dolman,47,jdolmanh3@forbes.com,333-469-5109,746 Bobwhite Crossing,Nal’chik,,361424,Russia,Ruble,Krona,23,89.21,967.11,343.51,postpaid,tablet,LG,V40 ThinQ,11/10/2010,4/18/2021,false,2,8,7,39.52,Marka,low-value,false,true
617,Tierney,Clissell,24,tclissellh4@redcross.org,938-677-8894,58 Dovetail Point,Obrera,Tamaulipas,88680,Mexico,Peso,Euro,14,14.01,809.4,865.54,family,smartphone,Samsung,Pixel 4,5/30/2019,8/29/2020,true,4,3,8,19.02,Dollar,medium-value,true,true
618,Elvina,Dono,29,edonoh5@seesaa.net,174-714-1895,64 Dovetail Crossing,Dazhigu,,,China,Yuan Renminbi,Rupiah,19,1.11,465.2,986.98,prepaid,tablet,Google,iPhone X,8/31/2019,10/20/2020,false,4,6,2,54.28,Shilling,low-value,true,false
619,Sabra,Allcoat,36,sallcoath6@github.io,949-767-6544,838 Kings Park,Pyinmana,,,Myanmar,Kyat,Rupiah,5,91.84,88.4,616.78,prepaid,tablet,LG,V40 ThinQ,5/6/2019,2/5/2020,false,2,9,7,54.04,Yuan Renminbi,medium-value,false,true
620,Ulrikaumeko,Risbridge,74,urisbridgeh7@ovh.net,919-845-9175,13907 Lunder Way,Stoczek,,07-104,Poland,Zloty,Peso,16,69.23,431.08,607.36,postpaid,tablet,Motorola,Galaxy S10,1/5/2016,11/7/2021,false,1,4,9,43.42,Yuan Renminbi,medium-value,true,true
621,Benedetto,Flatt,60,bflatth8@cyberchimps.com,813-651-9499,2511 New Castle Alley,Xiali,,,China,Yuan Renminbi,Yuan Renminbi,23,6.19,424.14,38.34,family,feature phone,LG,iPhone X,2/2/2020,1/14/2020,false,3,2,3,52.58,Rupee,high-value,false,false
622,Kenyon,McCart,80,kmccarth9@army.mil,109-378-2597,77 Scofield Place,San Pedro de Ycuamandiyú,,,Paraguay,Guarani,Yuan Renminbi,14,32.5,984.3,190.87,prepaid,smartphone,Motorola,iPhone X,6/11/2017,11/26/2020,true,2,0,4,90.7,Yuan Renminbi,low-value,true,false
623,Kaila,Fosse,52,kfosseha@nsw.gov.au,899-848-7234,308 American Ash Plaza,Chavusy,,,Belarus,Ruble,Rupee,8,67.72,744.97,77.43,prepaid,tablet,Apple,V40 ThinQ,12/29/2015,10/9/2020,true,2,3,9,38.23,Dollar,low-value,false,false
624,Zollie,Jeannon,81,zjeannonhb@elegantthemes.com,102-555-6533,72686 Village Green Hill,Galatás,,,Greece,Euro,Rupiah,10,10.68,881.97,698.31,prepaid,smartphone,Apple,Galaxy S10,9/17/2018,12/10/2021,true,1,10,7,78.53,Krona,high-value,true,true
625,Rhoda,Alderton,53,raldertonhc@irs.gov,142-412-9979,2754 Westport Pass,Plandirejo,,,Indonesia,Rupiah,Colon,13,76.28,346.86,51.58,postpaid,smartphone,Apple,Galaxy S10,8/29/2018,11/19/2021,true,2,1,2,82.74,Pound,high-value,false,true
626,Marris,Scotts,44,mscottshd@shop-pro.jp,250-795-1816,5816 Schiller Hill,Duncan,British Columbia,V9L,Canada,Dollar,Yuan Renminbi,2,83.87,932.69,638.79,postpaid,smartphone,Samsung,Pixel 4,10/22/2015,12/27/2020,false,4,8,6,5.05,Real,high-value,false,true
627,Opaline,Avramovitz,35,oavramovitzhe@howstuffworks.com,718-389-3597,2454 Fuller Center,Tsovazard,,,Armenia,Dram,Baht,15,12.07,311.29,876.45,prepaid,smartphone,LG,V40 ThinQ,1/25/2020,2/12/2021,true,3,8,7,88.79,Peso,high-value,false,false
628,Celene,Cookman,77,ccookmanhf@uiuc.edu,753-373-8048,2672 Mallory Circle,Umuarama,,87500-000,Brazil,Real,Dollar,3,94.89,510.6,81.08,prepaid,smartphone,Apple,Galaxy S10,7/8/2020,10/8/2020,true,3,4,8,20.79,Peso,medium-value,true,false
629,Carol-jean,Skittle,49,cskittlehg@samsung.com,564-124-5947,36 Clarendon Center,Ferreiros,Braga,4720-028,Portugal,Euro,Peso,18,19.87,579.08,141.51,prepaid,smartphone,Apple,Pixel 4,7/25/2021,9/7/2021,false,3,0,6,8.08,Ruble,medium-value,false,true
630,Crysta,Giacopello,41,cgiacopellohh@baidu.com,491-610-4659,27957 Scott Center,Santa Rosa de Viterbo,,14270-000,Brazil,Real,Yuan Renminbi,20,95.94,538.3,619.52,postpaid,feature phone,Samsung,iPhone X,12/3/2020,1/29/2020,true,1,8,5,28.67,Zloty,medium-value,true,true
631,Lee,McGraith,43,lmcgraithhi@joomla.org,503-683-0317,73283 Fair Oaks Parkway,Quitilipi,,3530,Argentina,Peso,Krona,13,94.71,60.59,58.36,postpaid,tablet,Google,V40 ThinQ,7/27/2015,6/11/2021,true,4,7,9,85.67,Rupiah,medium-value,true,false
632,Matthieu,Briat,35,mbriathj@sakura.ne.jp,675-593-8464,9 Marcy Trail,Ning’er,,,China,Yuan Renminbi,Ruble,19,86.66,838.81,893.28,postpaid,feature phone,Motorola,V40 ThinQ,8/21/2015,6/10/2020,false,4,10,6,58.24,Rupiah,high-value,false,false
633,Nadine,Foucard,50,nfoucardhk@topsy.com,301-541-5194,7 Trailsway Trail,Alvide,Lisboa,2755-025,Portugal,Euro,Peso,7,21.79,447.87,711.23,prepaid,feature phone,Apple,Galaxy S10,3/8/2021,2/16/2021,false,1,4,6,93.35,Franc,medium-value,true,false
634,Jehanna,Keesman,27,jkeesmanhl@pbs.org,699-349-3931,70 Magdeline Alley,Embu,,06800-000,Brazil,Real,Euro,16,69.82,938.73,317.71,family,feature phone,Motorola,Pixel 4,5/8/2010,12/7/2020,false,3,0,4,7.77,Shekel,medium-value,false,true
635,Alissa,Southcombe,44,asouthcombehm@nifty.com,702-333-7135,0771 Sutherland Plaza,Las Vegas,Nevada,89193,United States,Dollar,Ruble,2,79.39,544.39,87.61,postpaid,smartphone,Google,iPhone X,7/1/2021,10/13/2021,true,4,6,4,35.99,Zloty,low-value,true,false
636,Gran,Mummery,83,gmummeryhn@wunderground.com,733-365-9015,73885 Bunting Plaza,Shangshaleng,,,China,Yuan Renminbi,Yuan Renminbi,12,25.2,216.8,812.82,prepaid,tablet,Apple,V40 ThinQ,5/13/2020,4/8/2021,true,5,1,6,52.2,Ruble,medium-value,false,false
637,Fredrika,McDell,34,fmcdellho@people.com.cn,182-910-0185,5 Declaration Street,Sūrāb,,23161,Pakistan,Rupee,Rupiah,1,0.01,625.9,989.34,prepaid,tablet,LG,iPhone X,5/6/2014,12/25/2021,false,4,7,3,49.21,Peso,medium-value,false,true
638,Fulton,Le Strange,34,flestrangehp@amazon.co.uk,962-728-9565,54711 Tennyson Center,Chaiyaphum,,36180,Thailand,Baht,Yuan Renminbi,7,25.83,229.06,269.32,family,smartphone,LG,Pixel 4,7/13/2011,10/18/2021,true,1,9,4,82.01,Rupiah,medium-value,true,true
639,Giuseppe,Eayrs,47,geayrshq@pinterest.com,998-902-3707,932 Ohio Park,Viljandi,,,Estonia,Euro,Peso,5,70.11,124.46,994.46,family,feature phone,Google,iPhone X,6/15/2019,12/4/2021,false,1,4,8,39.81,Rupiah,low-value,true,true
640,Wilhelm,Tunniclisse,83,wtunniclissehr@unicef.org,531-357-4901,23 Hermina Drive,Skövde,Västra Götaland,541 07,Sweden,Krona,Balboa,9,70.36,265.01,800.47,postpaid,smartphone,Google,Galaxy S10,7/2/2012,11/5/2020,false,3,4,7,6.35,Peso,low-value,true,false
641,Wandis,McMeekan,63,wmcmeekanhs@stanford.edu,450-332-0393,0085 Eagan Junction,Banjar Tegal Belodan,,,Indonesia,Rupiah,Peso,20,10.21,552.57,882.76,family,tablet,Samsung,Galaxy S10,9/13/2019,9/2/2020,false,2,4,1,14.3,Kuna,medium-value,true,false
642,Ursa,Ramsay,78,uramsayht@apache.org,967-355-8216,51 Burning Wood Trail,Laweueng,,,Indonesia,Rupiah,Ruble,11,67.65,605.67,301.13,prepaid,smartphone,Google,Pixel 4,6/17/2012,2/5/2021,false,2,10,1,30.98,Peso,medium-value,false,true
643,Emmaline,Ralfe,67,eralfehu@behance.net,782-596-2230,77477 Bellgrove Street,Tancheng,,,China,Yuan Renminbi,Zloty,16,63.2,255.75,649.89,family,smartphone,Samsung,Galaxy S10,1/6/2021,4/24/2021,false,1,9,8,1.42,Real,medium-value,false,false
644,Sandra,Lawerence,23,slawerencehv@statcounter.com,694-845-2901,001 Bowman Alley,Yangambi,,,Democratic Republic of the Congo,Franc,Yen,6,52.27,722.09,228.76,postpaid,smartphone,Google,V40 ThinQ,9/7/2018,3/15/2021,false,4,4,6,56.38,Zloty,low-value,false,false
645,Maryanne,Affron,39,maffronhw@comcast.net,698-494-6274,12 Sycamore Pass,Chavão,Braga,4775-074,Portugal,Euro,Rupiah,13,15.81,132.34,302.75,postpaid,tablet,Samsung,Pixel 4,11/20/2013,6/15/2020,true,1,3,9,8.24,Rupiah,medium-value,true,true
646,Raquel,Bloodworthe,65,rbloodworthehx@stanford.edu,113-401-3228,1839 Grover Parkway,Pendolo,,,Indonesia,Rupiah,Yuan Renminbi,24,1.29,166.03,35.55,family,smartphone,LG,V40 ThinQ,7/12/2020,3/26/2020,true,5,10,9,20.69,Yuan Renminbi,medium-value,false,false
647,Felice,Klaaasen,23,fklaaasenhy@gov.uk,482-389-6873,77188 Lerdahl Hill,Votkinsk,,427439,Russia,Ruble,Dollar,20,35.69,837.15,113.7,prepaid,tablet,Apple,Pixel 4,8/6/2021,9/29/2020,false,1,5,10,48.57,Won,high-value,false,true
648,Bogart,Karolowski,69,bkarolowskihz@usgs.gov,698-305-9050,9180 Beilfuss Plaza,Santa Iria de Azóia,Lisboa,2690-147,Portugal,Euro,Yuan Renminbi,24,49.06,103.47,975.3,family,tablet,Motorola,iPhone X,10/16/2015,5/1/2021,true,1,6,9,67.89,Ruble,high-value,true,false
649,Shelli,Coathup,68,scoathupi0@devhub.com,206-713-3338,4548 Lighthouse Bay Crossing,Amaigbo,,,Nigeria,Naira,Peso,21,39.3,661.73,370.26,family,feature phone,Google,Galaxy S10,11/16/2018,7/3/2021,false,5,9,7,57.16,Ruble,medium-value,true,true
650,Archaimbaud,Fensome,83,afensomei1@goo.ne.jp,384-711-6533,5574 Stephen Point,Yeosu,,,South Korea,Won,Yuan Renminbi,21,36.56,381.53,443.21,prepaid,tablet,Google,Pixel 4,4/23/2013,7/13/2020,true,1,5,3,42.43,Dollar,low-value,false,false
651,Ethelyn,Berkery,78,eberkeryi2@theguardian.com,689-811-8971,29 Forest Run Road,Puncan,,9317,Philippines,Peso,Dollar,18,35.99,311.11,321.61,prepaid,feature phone,Google,Pixel 4,8/30/2013,7/23/2020,false,4,8,9,23.71,Rupiah,low-value,true,false
652,Stacie,Collinson,49,scollinsoni3@cocolog-nifty.com,936-587-5339,17614 Bartillon Point,Fangbu,,,China,Yuan Renminbi,Euro,15,99.0,876.4,901.53,postpaid,feature phone,Motorola,V40 ThinQ,7/7/2019,6/27/2021,false,3,8,4,39.82,Yuan Renminbi,high-value,true,false
653,Cyndie,Middleditch,37,cmiddleditchi4@dedecms.com,318-348-4641,556 Clove Pass,Strömstad,Västra Götaland,452 24,Sweden,Krona,Yuan Renminbi,1,67.79,903.14,906.14,prepaid,tablet,Apple,Pixel 4,12/15/2012,4/13/2020,true,5,7,8,22.59,Pula,medium-value,false,true
654,Bride,McAlinden,56,bmcalindeni5@weebly.com,641-114-8013,0 Springview Street,Putina,,,Peru,Sol,Real,18,43.32,390.69,971.98,postpaid,feature phone,Samsung,Pixel 4,8/30/2019,9/14/2020,false,1,10,8,31.1,Denar,high-value,false,true
655,Tyrone,Lithcow,55,tlithcowi6@hugedomains.com,254-757-8458,6 Fuller Avenue,Prażmów,,80-893,Poland,Zloty,Ruble,23,91.09,907.36,724.98,prepaid,tablet,Samsung,V40 ThinQ,6/2/2012,12/23/2021,true,5,4,2,93.64,Zloty,high-value,true,true
656,Lucia,Rollins,20,lrollinsi7@w3.org,656-233-3554,7 School Junction,Maharagama,,10280,Sri Lanka,Rupee,Yuan Renminbi,5,34.64,835.12,33.72,prepaid,feature phone,Motorola,V40 ThinQ,6/6/2015,5/26/2021,true,4,8,9,72.4,Yuan Renminbi,medium-value,false,true
657,Cale,Pavelka,50,cpavelkai8@ehow.com,315-476-8724,879 Fieldstone Parkway,Kertanegla,,,Indonesia,Rupiah,Euro,22,45.62,688.14,32.88,postpaid,feature phone,Google,Pixel 4,1/3/2017,3/20/2020,false,1,5,6,45.97,Naira,high-value,true,false
658,Allie,Island,38,aislandi9@dmoz.org,311-807-8019,2360 Saint Paul Circle,San Roque,,6415,Philippines,Peso,Shekel,10,34.38,818.99,803.65,postpaid,feature phone,Samsung,Galaxy S10,1/14/2019,11/29/2020,false,4,1,7,97.14,Yuan Renminbi,high-value,true,false
659,Tobias,Buick,29,tbuickia@google.de,955-102-5876,98329 Tomscot Lane,Qianjiang,,,China,Yuan Renminbi,Euro,3,22.36,522.08,94.26,postpaid,smartphone,LG,Galaxy S10,6/28/2018,1/1/2020,false,3,2,10,84.14,Dong,low-value,true,true
660,Deane,Le Port,65,dleportib@zimbio.com,524-313-6422,10286 Esch Drive,Colonia Yguazú,,,Paraguay,Guarani,Dollar,22,24.75,790.51,261.0,postpaid,smartphone,Apple,Pixel 4,9/1/2014,3/27/2021,false,2,7,8,63.68,Kuna,medium-value,false,true
661,Starr,Molohan,46,smolohanic@jiathis.com,413-922-3853,0 Victoria Terrace,Bernardo de Irigoyen,,2248,Argentina,Peso,Ruble,11,24.05,321.01,577.64,prepaid,feature phone,Samsung,iPhone X,6/13/2021,3/14/2021,false,2,8,8,92.98,Rupee,medium-value,true,false
662,Doyle,Ingles,63,dinglesid@china.com.cn,152-702-8360,8 Raven Park,Siraway,,7121,Philippines,Peso,Zloty,10,27.43,876.77,259.13,postpaid,smartphone,Apple,Pixel 4,2/4/2011,12/18/2020,false,2,5,9,92.45,Naira,low-value,false,false
663,Natalya,Offield,83,noffieldie@geocities.jp,916-823-2728,1369 Amoth Court,Chaguaní,,253237,Colombia,Peso,Baht,18,46.92,570.12,796.84,prepaid,feature phone,Apple,Galaxy S10,11/29/2014,8/3/2021,false,2,2,1,92.38,Euro,low-value,true,true
664,Linet,Ansley,52,lansleyif@deliciousdays.com,781-601-5764,6033 Dwight Trail,Al Kiswah,,,Syria,Pound,Rupiah,3,0.34,781.52,146.23,family,tablet,Motorola,Pixel 4,4/20/2011,9/2/2021,true,2,1,4,57.55,Rupiah,high-value,false,true
665,Ozzy,Dumbare,58,odumbareig@so-net.ne.jp,669-509-4411,0 John Wall Pass,Wanliang,,,China,Yuan Renminbi,Dinar,22,84.02,536.5,625.24,family,tablet,Apple,Galaxy S10,12/2/2010,2/12/2021,false,3,3,9,94.85,Yuan Renminbi,medium-value,false,true
666,Loella,McKeady,57,lmckeadyih@surveymonkey.com,843-180-9809,5 Blue Bill Park Point,Kamenjane,,1221,Macedonia,Denar,Rupee,19,6.47,343.3,906.09,postpaid,smartphone,LG,iPhone X,10/15/2013,3/17/2021,true,1,4,7,66.65,Lempira,high-value,true,false
667,Tova,Di Ruggero,79,tdiruggeroii@state.gov,869-794-0189,7 Sugar Terrace,El Agua Dulcita,,,Honduras,Lempira,Dinar,2,67.29,559.46,857.79,family,smartphone,Apple,Galaxy S10,11/19/2019,12/16/2021,false,2,9,2,17.4,Peso,medium-value,false,true
668,Kerr,Witchard,77,kwitchardij@bloomberg.com,701-843-1264,726 Gateway Drive,Kalungu,,,Uganda,Shilling,Peso,22,23.75,3.21,524.11,family,feature phone,LG,V40 ThinQ,6/11/2014,12/16/2021,true,2,4,4,53.16,Rupiah,low-value,false,true
669,Camellia,Byrth,21,cbyrthik@yellowpages.com,558-689-8425,8 Loftsgordon Park,Romanovo,,658640,Russia,Ruble,Krona,3,59.42,542.27,649.37,postpaid,feature phone,Motorola,Galaxy S10,7/25/2021,9/12/2021,false,5,6,7,56.27,Koruna,medium-value,true,false
670,Moreen,Tedridge,62,mtedridgeil@dell.com,217-958-2968,6772 Doe Crossing Parkway,Hongqiao,,,China,Yuan Renminbi,Rupiah,9,33.79,930.52,157.15,family,smartphone,Motorola,Pixel 4,12/16/2012,12/11/2021,true,5,1,9,76.03,Peso,low-value,true,false
